"Product Name","Category","Sub-Category","total_revenue","total_profit","profit_margin_pct","total_units_sold"
"Newell 346","Office Supplies","Art","31","9","27.69","11"
"Newell 320","Office Supplies","Art","81","9","11.63","23"
"Economy #2 Pencils","Office Supplies","Art","35","9","26.00","13"
"Xerox 1985","Office Supplies","Paper","26","9","35.00","5"
"Acco Recycled 2 Capacity Laser Printer Hanging Data Binders","Office Supplies","Binders","85","9","10.17","10"
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters  on Rolls  White  250/Roll","Office Supplies","Labels","21","9","46.00","5"
"Newell 344","Office Supplies","Art","46","9","18.78","18"
"Xerox Parchment Paper  Recycled","Office Supplies","Paper","233","9","3.98","24"
"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","Technology","Accessories","42","9","21.00","14"
"DIXON Oriole Pencils","Office Supplies","Art","45","9","19.20","19"
"Self-Adhesive Address Labels for Typewriters with Dispenser Box","Office Supplies","Labels","27","9","33.75","9"
"Assorted Color Push Pins","Office Supplies","Fasteners","34","9","25.95","21"
"Avery Fluorescent Highlighter Four-Color Set","Office Supplies","Art","65","9","14.29","24"
"Imation 30456 USB Flash Drive 8GB","Technology","Accessories","155","9","5.54","23"
"Universal Recycled Hanging Pressboard Report Binders  Letter Size","Office Supplies","Binders","73","9","11.86","20"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","350","9","2.50","13"
"Fiskars Ruler  Steel","Office Supplies","Supplies","342","9","2.61","34"
"Heavy-Duty E-Z-D Binders","Office Supplies","Binders","177","9","5.12","29"
"BIC Brite Liner Grip Highlighters","Office Supplies","Art","24","9","36.82","17"
"Ames Clasp Envelope  Security-Tint","Office Supplies","Envelopes","401","9","2.13","61"
"Eldon Spacemaker Box  Quick-Snap Lid  Clear","Office Supplies","Art","51","9","18.29","18"
"Avery 507","Office Supplies","Labels","24","9","35.71","10"
"Tenex Chairmats For Use With Carpeted Floors","Furniture","Furnishings","176","9","5.00","11"
"Loose Memo Sheets","Office Supplies","Paper","18","9","47.00","5"
"DAX Wood Document Frame.","Furniture","Furnishings","159","8","4.83","16"
"Newell 340","Office Supplies","Art","26","8","29.00","9"
"OIC Staples  Bulk Pack","Office Supplies","Fasteners","611","8","1.27","67"
"Acco Hanging Data Binders","Office Supplies","Binders","42","8","19.64","17"
"OIC Thumb Tacks  Metal","Office Supplies","Fasteners","689","8","1.10","70"
"Newell 316","Office Supplies","Art","47","8","17.50","11"
"Avery 510","Office Supplies","Labels","22","8","37.24","7"
"Sanford EarthWrite Recycled Pencils  Medium Soft  #2","Office Supplies","Art","29","8","28.00","14"
"Newell 33","Office Supplies","Art","48","8","17.44","10"
"GBC Standard Therm-A-Bind Covers","Office Supplies","Binders","466","8","1.82","34"
"Smead Round Labels  Alphabetical","Office Supplies","Labels","212","8","3.68","43"
"Colored Push Pins","Office Supplies","Fasteners","25","8","30.43","15"
"Binder Posts","Office Supplies","Binders","57","8","13.60","16"
"Avery Hi-Liter Fluorescent Desk Style Markers","Office Supplies","Art","20","8","37.00","6"
"Unpadded Memo Slips","Office Supplies","Paper","18","8","45.65","5"
"Advantus Door Stop  Durable","Furniture","Furnishings","1636","8","0.48","68"
"Newell 326","Office Supplies","Art","37","8","21.49","23"
"OIC #2 Pencils  Medium Soft","Office Supplies","Art","31","8","26.40","17"
"Advantus Thumb Tacks  Assorted Sizes","Office Supplies","Fasteners","571","8","1.34","67"
"Acme Kleencut Forged Steel Scissors","Office Supplies","Supplies","36","7","20.97","7"
"Binney & Smith Crayola Metallic Crayons  16-Color Pack","Office Supplies","Art","16","7","41.67","5"
"Avery 479","Office Supplies","Labels","17","7","40.94","7"
"Color-Coded Legal Exhibit Labels","Office Supplies","Labels","15","7","49.00","3"
"Tenex Light Bulb  Black","Furniture","Furnishings","953","7","0.70","78"
"Maxell 4.7GB DVD-R 5/Pack","Technology","Accessories","19","7","38.75","21"
"OIC Binder Clips  Mini  1/4 Capacity  Black","Office Supplies","Fasteners","16","7","45.32","13"
"Eldon Expressions Desk Accessory  Wood Pencil Holder  Oak","Furniture","Furnishings","108","7","6.25","15"
"Col-Erase Pencils with Erasers","Office Supplies","Art","38","7","19.84","7"
"Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1","Office Supplies","Binders","122","7","6.10","28"
"Pressboard Data Binder  Crimson  12 X 8 1/2","Office Supplies","Binders","33","7","21.61","9"
"Tensor Brushed Steel Torchiere Floor Lamp","Furniture","Furnishings","146","7","4.65","10"
"Portfile Personal File Boxes","Office Supplies","Storage","99","7","7.50","7"
"Newell 310","Office Supplies","Art","39","7","19.32","25"
"Newell 322","Office Supplies","Art","31","7","21.79","18"
"Eldon File Chest Portable File","Office Supplies","Storage","79","6","7.50","5"
"Newell 338","Office Supplies","Art","24","6","27.00","8"
"Xerox 1969","Office Supplies","Paper","12","6","49.00","2"
"SlimView Poly Binder  3/8","Office Supplies","Binders","118","6","4.85","40"
"Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","Technology","Phones","282","6","2.17","6"
"Quartet Alpha White Chalk  12/Pack","Office Supplies","Art","15","6","39.43","8"
"Newell 339","Office Supplies","Art","27","6","22.92","10"
"Acco Perma 2700 Stacking Storage Drawers","Office Supplies","Storage","208","6","2.86","8"
"Wilson Jones Easy Flow II Sheet Lifters","Office Supplies","Binders","51","6","10.91","49"
"SanDisk Cruzer 4 GB USB Flash Drive","Technology","Accessories","26","6","21.25","5"
"Universal Ultra Bright White Copier/Laser Paper  8 1/2 x 11  Ream","Office Supplies","Paper","16","6","36.25","3"
"Eldon Imàge Series Desk Accessories  Clear","Furniture","Furnishings","53","6","11.91","17"
"SpineVue Locking Slant-D Ring Binders by Cardinal","Office Supplies","Binders","111","6","5.45","22"
"Xerox 1984","Office Supplies","Paper","13","6","49.00","2"
"Avery 502","Office Supplies","Labels","18","6","35.00","7"
"Binney & Smith inkTank Erasable Desk Highlighter  Chisel Tip  Yellow  12/Box","Office Supplies","Art","18","6","32.57","8"
"Green Bar Computer Printout Paper  Premium","Office Supplies","Paper","926","6","0.63","51"
"Belkin iPhone and iPad Lightning Cable","Technology","Phones","84","6","7.50","7"
"Translucent Push Pins by OIC","Office Supplies","Fasteners","25","6","23.79","15"
"Stride Job 150 Highlighters  Chisel Tip  Assorted Colors","Office Supplies","Art","18","6","36.00","3"
"Contemporary Wood/Metal Frame","Furniture","Furnishings","194","5","2.50","18"
"Wirebound Voice Message Log Book","Office Supplies","Paper","15","5","32.50","4"
"Rogers Profile Extra Capacity Storage Tub","Office Supplies","Storage","519","5","0.90","32"
"Avery 482","Office Supplies","Labels","12","5","47.00","4"
"Maxell 4.7GB DVD+R 5/Pack","Technology","Accessories","12","5","39.41","13"
"Newell 329","Office Supplies","Art","24","5","20.00","8"
"Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl","Office Supplies","Binders","179","5","3.01","37"
"Kingston Digital DataTraveler 32GB USB 2.0","Technology","Accessories","356","5","1.52","22"
"Xerox 1901","Office Supplies","Paper","17","5","31.25","4"
"OIC Thumb-Tacks","Office Supplies","Fasteners","13","5","39.56","13"
"Belkin Standard 104 key USB Keyboard","Technology","Accessories","266","5","1.92","21"
"Sony 16GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","191","5","2.70","16"
"Wilson Jones Suede Grain Vinyl Binders","Office Supplies","Binders","16","5","30.85","8"
"Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","62","5","8.74","17"
"Dixon Ticonderoga Maple Cedar Pencil  #2","Office Supplies","Art","23","5","21.05","8"
"Avery Hole Reinforcements  Clear","Office Supplies","Binders","406","5","1.27","146"
"Contemporary Borderless Frame","Furniture","Furnishings","36","4","10.00","6"
"Cardinal HOLDit! Binder Insert Strips Extra Strips","Office Supplies","Binders","137","4","3.19","41"
"Maxell CD-R Discs","Technology","Accessories","16","4","23.50","9"
"Eldon Jumbo ProFile Portable File Boxes Graphite/Black","Office Supplies","Storage","37","4","10.00","3"
"SANFORD Liquid Accent Tank-Style Highlighters","Office Supplies","Art","14","4","31.00","5"
"Advantus Door Stop  Duo Pack","Furniture","Furnishings","1749","4","0.23","51"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","Technology","Phones","65","4","5.98","17"
"Peel & Stick Add-On Corner Pockets","Office Supplies","Binders","38","4","11.36","30"
"SanDisk Flash Drive  Erganomic","Technology","Accessories","1470","4","0.25","55"
"Newell 323","Office Supplies","Art","21","4","17.78","14"
"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","Office Supplies","Binders","51","4","7.14","20"
"OIC Staples  Assorted Sizes","Office Supplies","Fasteners","583","4","0.67","84"
"OtterBox Defender Series Case - iPhone 5c","Technology","Phones","133","4","2.78","5"
"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive","Technology","Accessories","14","4","26.25","2"
"Newell 313","Office Supplies","Art","28","4","15.12","10"
"Newell 307","Office Supplies","Art","19","4","18.49","12"
"Accos Thumb Tacks  12 Pack","Office Supplies","Fasteners","583","4","0.65","62"
"Xerox 1922","Office Supplies","Paper","12","4","36.25","3"
"Boston 1900 Electric Pencil Sharpener","Office Supplies","Art","15","4","30.00","1"
"Pencil and Crayon Sharpener","Office Supplies","Art","29","4","12.84","16"
"GBC Instant Report Kit","Office Supplies","Binders","165","3","1.96","50"
"Xerox 20","Office Supplies","Paper","6","3","48.00","1"
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter  Yellow Ink","Office Supplies","Art","8","3","39.00","4"
"Stiletto Scissors  Steel","Office Supplies","Supplies","1425","3","0.24","84"
"GE General Use Halogen Bulbs  100 Watts  1 Bulb per Pack","Furniture","Furnishings","163","3","1.92","15"
"12 Colored Short Pencils","Office Supplies","Art","18","3","16.57","8"
"4009 Highlighters","Office Supplies","Art","8","3","34.00","6"
"Ibico Recycled Grain-Textured Covers","Office Supplies","Binders","142","3","2.44","8"
"Avery 5","Office Supplies","Labels","6","3","49.00","2"
"Avery Hi-Liter Pen Style Six-Color Fluorescent Set","Office Supplies","Art","8","3","41.00","2"
"Xerox 1989","Office Supplies","Paper","8","3","33.75","2"
"Plastic Stacking Crates & Casters","Office Supplies","Storage","36","3","7.50","8"
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs  2/Pk","Office Supplies","Appliances","56","3","6.20","18"
"Avery 484","Office Supplies","Labels","9","3","36.25","4"
"Woodgrain Magazine Files by Perma","Office Supplies","Storage","69","3","3.79","24"
"Belkin 7-Outlet SurgeMaster Home Series","Office Supplies","Appliances","106","3","2.63","10"
"Stockwell Gold Paper Clips","Office Supplies","Fasteners","8","3","42.05","5"
"Newell 342","Office Supplies","Art","10","3","29.00","3"
"Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags","Office Supplies","Appliances","51","2","3.23","17"
"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4","Technology","Phones","14","2","16.57","8"
"Hon Wood Table  Rectangular","Furniture","Tables","6805","2","0.02","18"
"Self-Adhesive Ring Binder Labels","Office Supplies","Binders","23","2","10.31","11"
"RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting","Technology","Phones","240","2","1.00","3"
"Imation Clip USB flash drive - 8 GB","Technology","Accessories","444","2","0.42","25"
"Tensor Hersey Kiss Styled Floor Lamp","Furniture","Furnishings","94","2","2.22","8"
"Wilson Jones Hanging Recycled Pressboard Data Binders","Office Supplies","Binders","33","2","5.45","4"
"Newell 308","Office Supplies","Art","8","2","25.00","5"
"Grip Seal Envelopes","Office Supplies","Envelopes","7","2","33.75","2"
"GBC Standard Plastic Binding Systems Combs","Office Supplies","Binders","164","2","1.28","43"
"Design Ebony Sketching Pencil","Office Supplies","Art","14","2","16.94","11"
"Kleencut Forged Office Shears by Acme United Corporation","Office Supplies","Supplies","10","2","23.91","5"
"Nu-Dell EZ-Mount Plastic Wall Frames","Furniture","Furnishings","20","1","4.00","8"
"Hoover Portapower Portable Vacuum","Office Supplies","Appliances","62","1","2.17","18"
"Alliance Rubber Bands","Office Supplies","Fasteners","13","1","4.00","8"
"Harbour Creations Color Coded Labels  Adjustable","Office Supplies","Labels","659","1","0.12","70"
"Newell 337","Office Supplies","Art","10","1","11.25","4"
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum  Replacement Belts","Office Supplies","Appliances","13","1","10.00","5"
"Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","105","1","0.77","9"
"KeyTronic KT800P2 - Keyboard - Black","Technology","Accessories","75","1","1.60","6"
"Acco Expandable Hanging Binders","Office Supplies","Binders","39","1","2.62","11"
"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","Office Supplies","Appliances","10","0","4.55","6"
"Stiletto Ruler  Serrated","Office Supplies","Supplies","608","0","-0.02","62"
"Rubber Band Ball","Office Supplies","Fasteners","58","0","-0.51","16"
"Global Super Steno Chair","Furniture","Chairs","2390","0","0.00","30"
"HON 5400 Series Task Chairs for Big and Tall","Furniture","Chairs","21871","0","0.00","39"
"Bagged Rubber Bands","Office Supplies","Fasteners","26","0","1.18","21"
"Letter Slitter","Office Supplies","Supplies","10","0","3.00","4"
"Avery Trapezoid Extra Heavy Duty 4 Binders","Office Supplies","Binders","315","0","0.00","15"
"Alliance Big Bands Rubber Bands  12/Pack","Office Supplies","Fasteners","30","0","0.00","15"
"Premier Electric Letter Opener","Office Supplies","Supplies","2642","0","0.00","24"
"Sony 8GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","27","0","1.25","3"
"Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  9 1/2 X 11","Office Supplies","Binders","63","0","-0.26","23"
"Belkin OmniView SE Rackmount Kit","Office Supplies","Storage","248","0","0.00","7"
"Hon Chairmat  Black","Furniture","Chairs","2881","-1","-0.04","67"
"Hon Color Coded Labels  Adjustable","Office Supplies","Labels","479","-1","-0.13","56"
"SanDisk Cruzer 8 GB USB Flash Drive","Technology","Accessories","27","-1","-5.00","4"
"Brites Rubber Bands  1 1/2 oz. Box","Office Supplies","Fasteners","13","-1","-3.94","7"
"Round Ring Binders","Office Supplies","Binders","30","-1","-3.06","28"
"Executive Impressions 16-1/2 Circular Wall Clock","Furniture","Furnishings","59","-1","-1.82","4"
"Eldon Gobal File Keepers","Office Supplies","Storage","348","-1","-0.17","24"
"Avery Framed View Binder  EZD Ring (Locking)  Navy  1 1/2","Office Supplies","Binders","100","-1","-0.70","19"
"Penpower WorldCard Pro Card Scanner","Technology","Machines","91","-2","-2.00","1"
"Executive Impressions 14 Contract Wall Clock with Quartz Movement","Furniture","Furnishings","98","-2","-1.82","8"
"Computer Printout Index Tabs","Office Supplies","Binders","11","-2","-18.18","15"
"PNY Rapid USB Car Charger - Black","Technology","Phones","10","-2","-21.67","2"
"Storex Flexible Poly Binders with Double Pockets","Office Supplies","Binders","11","-2","-18.54","9"
"Acme Serrated Blade Letter Opener","Office Supplies","Supplies","14","-2","-12.50","5"
"Smead Folders  Wire Frame","Office Supplies","Storage","1726","-2","-0.14","121"
"Avery Self-Adhesive Photo Pockets for Polaroid Photos","Office Supplies","Binders","143","-2","-1.52","41"
"Angle-D Ring Binders","Office Supplies","Binders","39","-2","-5.00","14"
"Kingston Digital DataTraveler 8GB USB 2.0","Technology","Accessories","44","-2","-4.59","9"
"GBC Twin Loop Wire Binding Elements  9/16 Spine  Black","Office Supplies","Binders","269","-2","-0.85","35"
"Cameo Clasp Envelope  Recycled","Office Supplies","Envelopes","538","-2","-0.31","83"
"OIC Clamps  Assorted Sizes","Office Supplies","Fasteners","355","-2","-0.69","31"
"Acme Rosewood Handle Letter Opener","Office Supplies","Supplies","44","-3","-8.00","12"
"Plymouth Boxed Rubber Bands by Plymouth","Office Supplies","Fasteners","77","-3","-4.27","18"
"Hoover Commercial Lightweight Upright Vacuum","Office Supplies","Appliances","18","-3","-13.85","8"
"Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","Storage","3029","-3","-0.11","39"
"Super Bands  12/Pack","Office Supplies","Fasteners","33","-3","-7.78","20"
"Elite Shears  High Speed","Office Supplies","Supplies","1882","-3","-0.16","55"
"Stacking Tray  Side-Loading  Legal  Smoke","Furniture","Furnishings","47","-3","-6.15","16"
"Fellowes Twister Kit  Gray/Clear  3/pkg","Office Supplies","Binders","183","-3","-1.76","42"
"Sterling Rubber Bands by Alliance","Office Supplies","Fasteners","20","-4","-19.05","5"
"Kleencut Scissors  Easy Grip","Office Supplies","Supplies","908","-4","-0.45","50"
"Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies","Supplies","24","-4","-17.24","9"
"Cameo Peel and Seal  Recycled","Office Supplies","Envelopes","933","-4","-0.48","55"
"Fellowes Black Plastic Comb Bindings","Office Supplies","Binders","102","-4","-4.32","34"
"Mead 1st Gear 2 Zipper Binder  Asst. Colors","Office Supplies","Binders","54","-4","-7.14","9"
"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac","Office Supplies","Appliances","2","-4","-275.00","2"
"Acco 6 Outlet Guardian Basic Surge Suppressor","Office Supplies","Appliances","38","-4","-9.57","7"
"UniKeep View Case Binders","Office Supplies","Binders","29","-5","-18.98","13"
"Acco Suede Grain Vinyl Round Ring Binder","Office Supplies","Binders","39","-5","-12.66","29"
"Wilson Jones Binder  Durable","Office Supplies","Binders","1834","-5","-0.26","154"
"Acco Binder  Recycled","Office Supplies","Binders","1407","-5","-0.38","114"
"Rogers Jumbo File  Granite","Office Supplies","Storage","318","-5","-1.54","24"
"Eldon 100 Class Desk Accessories","Furniture","Furnishings","36","-5","-13.33","18"
"Avery Triangle Shaped Sheet Lifters  Black  2/Pack","Office Supplies","Binders","26","-5","-19.05","25"
"Insertable Tab Indexes For Data Binders","Office Supplies","Binders","17","-5","-27.64","13"
"Acco Economy Flexible Poly Round Ring Binder","Office Supplies","Binders","11","-6","-50.00","6"
"Revere Boxed Rubber Bands by Revere","Office Supplies","Fasteners","48","-6","-11.89","29"
"Avery Round Labels  5000 Label Set","Office Supplies","Labels","266","-6","-2.36","48"
"Kraft Clasp Envelope  Set of 50","Office Supplies","Envelopes","480","-6","-1.16","72"
"Plantronics MX500i Earset","Technology","Phones","618","-6","-1.04","15"
"Telescoping Adjustable Floor Lamp","Furniture","Furnishings","144","-6","-4.17","10"
"Epson Calculator  Red","Technology","Machines","1220","-6","-0.47","43"
"Sterilite Show Offs Storage Containers","Office Supplies","Storage","78","-6","-8.11","16"
"Tennsco Regal Shelving Units","Office Supplies","Storage","1765","-6","-0.34","18"
"Hamilton Beach Blender  White","Office Supplies","Appliances","823","-7","-0.83","18"
"Avery Hidden Tab Dividers for Binding Systems","Office Supplies","Binders","32","-7","-22.26","24"
"Akro Stacking Bins","Office Supplies","Storage","92","-7","-7.59","13"
"Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors","Office Supplies","Appliances","449","-7","-1.57","14"
"Avery File Folder Labels  5000 Label Set","Office Supplies","Labels","379","-7","-1.78","50"
"Lesro Training Table  with Bottom Storage","Furniture","Tables","2073","-7","-0.35","12"
"Safco Commercial Shelving","Office Supplies","Storage","484","-7","-1.54","11"
"Novimex File Folder Labels  Laser Printer Compatible","Office Supplies","Labels","515","-7","-1.40","77"
"SanDisk Memo Slips  Multicolor","Office Supplies","Paper","1072","-8","-0.73","73"
"Eldon Shelf Savers Cubes and Bins","Office Supplies","Storage","300","-8","-2.56","45"
"Avery Round Labels  Adjustable","Office Supplies","Labels","258","-8","-3.06","65"
"Acco Side-Punched Conventional Columnar Pads","Office Supplies","Supplies","42","-8","-18.75","15"
"Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","Furniture","Furnishings","263","-8","-2.90","20"
"Rubbermaid Clock  Duo Pack","Furniture","Furnishings","1887","-8","-0.40","49"
"Smead Folders  Blue","Office Supplies","Storage","1713","-8","-0.49","123"
"Sauder Facets Collection Library  Sky Alder Finish","Furniture","Bookcases","1428","-9","-0.60","10"
"Wilson Jones 1 Hanging DublLock Ring Binders","Office Supplies","Binders","118","-9","-7.26","46"
"GBC Velobind Prepunched Cover Sets  Regency Series","Office Supplies","Binders","662","-9","-1.40","33"
"Xerox Memo Slips  Multicolor","Office Supplies","Paper","269","-9","-3.20","20"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","Office Supplies","Appliances","1023","-9","-0.91","6"
"Pressboard Hanging Data Binders for Unburst Sheets","Office Supplies","Binders","113","-10","-9.00","48"
"Alliance Super-Size Bands  Assorted Sizes","Office Supplies","Fasteners","198","-10","-5.24","27"
"Safco Value Mate Series Steel Bookcases  Baked Enamel Finish on Steel  Gray","Furniture","Bookcases","859","-10","-1.16","17"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies","Appliances","92","-10","-11.36","18"
"Shocksock Galaxy S4 Armband","Technology","Phones","64","-10","-15.86","7"
"GBC Personal VeloBind Strips","Office Supplies","Binders","157","-11","-7.18","27"
"Avaya 5410 Digital phone","Technology","Phones","626","-11","-1.74","13"
"Dana Swing-Arm Lamps","Furniture","Furnishings","109","-11","-10.29","15"
"Cardinal Hold-It CD Pocket","Office Supplies","Binders","38","-12","-32.50","12"
"OSullivan 5-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","541","-12","-2.27","9"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","Furniture","Tables","2298","-12","-0.53","39"
"Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","1230","-12","-0.98","27"
"iOttie HLCRIO102 Car Mount","Technology","Phones","216","-12","-5.56","12"
"Gear Head AU3700S Headset","Technology","Phones","190","-12","-6.30","16"
"Elite Ruler  High Speed","Office Supplies","Supplies","490","-12","-2.42","49"
"Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue","Office Supplies","Binders","103","-12","-11.58","44"
"GBC Instant Index System for Binding Systems","Office Supplies","Binders","72","-12","-17.28","19"
"Acco Hole Reinforcements  Clear","Office Supplies","Binders","574","-12","-2.05","119"
"Bush Saratoga Collection 5-Shelf Bookcase  Hanover Cherry  *Special Order","Furniture","Bookcases","120","-13","-10.59","1"
"Panasonic Inkjet  White","Technology","Machines","10402","-13","-0.12","42"
"Elite Shears  Serrated","Office Supplies","Supplies","1667","-13","-0.79","55"
"GBC ProClick Spines for 32-Hole Punch","Office Supplies","Binders","66","-13","-20.00","12"
"OIC Paper Clips  Metal","Office Supplies","Fasteners","559","-13","-2.31","56"
"Martin-Yale Premier Letter Opener","Office Supplies","Supplies","237","-13","-5.43","20"
"XtraLife ClearVue Slant-D Ring Binders by Cardinal","Office Supplies","Binders","73","-13","-18.28","22"
"Fellowes Bankers Box Stor/Drawer Steel Plus","Office Supplies","Storage","1426","-13","-0.90","50"
"Motorola L804","Technology","Phones","607","-13","-2.20","19"
"Avery 3 1/2 Diskette Storage Pages  10/Pack","Office Supplies","Binders","138","-14","-10.45","27"
"Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red","Office Supplies","Binders","64","-14","-21.86","37"
"Harbour Creations Rocking Chair  Red","Furniture","Chairs","5380","-14","-0.25","48"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","Technology","Phones","468","-15","-3.13","11"
"ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","217","-16","-7.19","14"
"Avery Durable Poly Binders","Office Supplies","Binders","83","-16","-18.80","33"
"Avery Reinforcements for Hole-Punch Pages","Office Supplies","Binders","29","-16","-56.60","41"
"Electrix Incandescent Magnifying Lamp  Black","Furniture","Furnishings","117","-16","-14.06","5"
"Harbour Creations File Folder Labels  Adjustable","Office Supplies","Labels","343","-16","-4.65","66"
"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","Office Supplies","Appliances","823","-17","-2.07","16"
"Jiffy Clasp Envelope  Security-Tint","Office Supplies","Envelopes","280","-18","-6.36","35"
"Speck Products Candyshell Flip Case","Technology","Phones","189","-18","-9.63","8"
"Fellowes Neat Ideas Storage Cubes","Office Supplies","Storage","481","-18","-3.78","16"
"Breville Blender  Black","Office Supplies","Appliances","2042","-18","-0.90","29"
"Advantus Light Bulb  Duo Pack","Furniture","Furnishings","882","-18","-2.04","58"
"GBC Wire Binding Strips","Office Supplies","Binders","213","-18","-8.66","14"
"Stockwell Staples  12 Pack","Office Supplies","Fasteners","855","-18","-2.11","120"
"Anderson Hickey Conga Table Tops & Accessories","Furniture","Tables","52","-18","-33.82","5"
"Large Capacity Hanging Post Binders","Office Supplies","Binders","277","-19","-7.03","22"
"Rogers Box  Single Width","Office Supplies","Storage","2027","-19","-0.94","119"
"Stockwell Push Pins  Metal","Office Supplies","Fasteners","1198","-19","-1.57","118"
"Acme Trimmer  Serrated","Office Supplies","Supplies","2341","-19","-0.81","71"
"Kleencut Box Cutter  Easy Grip","Office Supplies","Supplies","580","-20","-3.48","29"
"Wilson Jones Custom Binder Spines & Labels","Office Supplies","Binders","41","-20","-47.63","22"
"Space Solutions Industrial Galvanized Steel Shelving.","Office Supplies","Storage","520","-20","-3.94","7"
"Logitech Keyboard K120","Technology","Accessories","174","-20","-11.25","12"
"3M Replacement Filter for Office Air Cleaner for 20 x 33 Room","Office Supplies","Appliances","303","-20","-6.75","14"
"Accohide Poly Flexible Ring Binders","Office Supplies","Binders","44","-20","-45.30","34"
"Accos Paper Clips  Assorted Sizes","Office Supplies","Fasteners","1259","-20","-1.59","120"
"Bush Westfield Collection Bookcases  Medium Cherry Finish","Furniture","Bookcases","1427","-20","-1.42","32"
"Rogers Box  Blue","Office Supplies","Storage","2978","-20","-0.69","145"
"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","Technology","Phones","120","-21","-17.17","11"
"Accos Thumb Tacks  Assorted Sizes","Office Supplies","Fasteners","637","-21","-3.34","69"
"Global Armless Task Chair  Royal Blue","Furniture","Chairs","1396","-21","-1.48","28"
"Texas Instrument TI-15 Fraction Calculator","Technology","Machines","42","-21","-48.97","8"
"Plantronics Single Ear Headset","Technology","Machines","30","-22","-73.33","5"
"Hoover Coffee Grinder  White","Office Supplies","Appliances","2950","-22","-0.76","51"
"Eldon Light Bulb  Erganomic","Furniture","Furnishings","782","-22","-2.78","47"
"Stiletto Hand Letter Openers","Office Supplies","Supplies","136","-22","-16.13","17"
"Panasonic KX MC6040 Color Laser Multifunction Printer","Technology","Machines","1620","-22","-1.39","5"
"Eaton Memo Slips  Multicolor","Office Supplies","Paper","1016","-22","-2.12","95"
"Sharp Fax and Copier  High-Speed","Technology","Copiers","8914","-24","-0.27","67"
"SAFCO Commercial Wire Shelving  72h","Office Supplies","Storage","1445","-24","-1.69","24"
"Anker Astro 15000mAh USB Portable Charger","Technology","Phones","600","-24","-4.00","13"
"Avery Durable Slant Ring Binders","Office Supplies","Binders","51","-24","-46.15","19"
"GBC VeloBinder Strips","Office Supplies","Binders","53","-24","-44.93","20"
"Smead Round Labels  5000 Label Set","Office Supplies","Labels","277","-24","-8.62","51"
"Smead File Folder Labels  Laser Printer Compatible","Office Supplies","Labels","338","-25","-7.44","52"
"KitchenAid Coffee Grinder  Silver","Office Supplies","Appliances","1106","-25","-2.26","22"
"Tennsco Lockers  Gray","Office Supplies","Storage","403","-26","-6.56","22"
"Acme Ruler  Easy Grip","Office Supplies","Supplies","583","-26","-4.49","43"
"Hon File Folder Labels  Laser Printer Compatible","Office Supplies","Labels","431","-27","-6.24","66"
"Hon Metal Bookcases  Black","Furniture","Bookcases","1570","-27","-1.72","30"
"GBC Standard Recycled Report Covers  Clear Plastic Sheets","Office Supplies","Binders","259","-27","-10.50","51"
